0.00238001	0.	0.00527954	0.	-0.00238001	0.	0.00527954	0.
0.	0.00238001	0.	0.00527954	0.	-0.00238001	0.	0.00527954
0.00527954	0.	0.0156154	0.	-0.00527954	0.	0.00780768	0.
0.	0.00527954	0.	0.0156154	0.	-0.00527954	0.	0.00780768
-0.00238001	0.	-0.00527954	0.	0.00238001	0.	-0.00527954	0.
0.	-0.00238001	0.	-0.00527954	0.	0.00238001	0.	-0.00527954
0.00527954	0.	0.00780768	0.	-0.00527954	0.	0.00390384	0.
0.	0.00527954	0.	0.00780768	0.	-0.00527954	0.	0.00390384

